sentence,labeled_precision,labeled_recall,correct_gold_subtrees,labeled_f1_score,total_gold_subtrees,total_test_subtrees,unlabeled_precision,unlabeled_recall,unlabeled_f1_score,correct_gold_spans,total_gold_spans,total_test_spans,errors.PP,errors.S,confusion.PP.SBAR,confusion.PP.PP,confusion.S.S,confusion.NP.NP,confusion.VP.VP,confusion.PP.VP,errors.NP,errors.VP,confusion.S.NP,confusion.PP.S,confusion.NP.ADVP,errors.ADJP,confusion.PP.ADVP,confusion.VP.NP,confusion.S.VP,errors.SBAR,confusion.SBAR.NP,confusion.ADJP.ADJP,confusion.SBAR.SBAR,confusion.PP.NP,confusion.S.SBAR,confusion.PP.ADJP,confusion.ADJP.VP,confusion.S.UCP,confusion.ADVP.ADVP,confusion.NP.PP,confusion.S.SINV,confusion.VP.ADJP
The arranged marriage would be the social event of the following yar .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The arranged marriage would be the social event of the following yeat .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wenn at last she spoke , her words were heavy and disjointed .",0.5833333333333334,0.5384615384615384,7,0.5599999999999999,13,12,0.6666666666666666,0.6153846153846154,0.64,8,13,12,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Whren at last she spoke , her words were heavy and disjointed .",0.7777777777777778,0.5384615384615384,7,0.6363636363636364,13,9,0.7777777777777778,0.5384615384615384,0.6363636363636364,7,13,9,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Whe at last she spoke , her words were heavy and disjointed .",0.7777777777777778,0.5384615384615384,7,0.6363636363636364,13,9,0.7777777777777778,0.5384615384615384,0.6363636363636364,7,13,9,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Whem at last she spoke , her words were heavy and disjointed .",0.6,0.46153846153846156,6,0.5217391304347826,13,10,0.7,0.5384615384615384,0.608695652173913,7,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Whwen at last she spoke , her words were heavy and disjointed .",0.6363636363636364,0.5384615384615384,7,0.5833333333333334,13,11,0.6363636363636364,0.5384615384615384,0.5833333333333334,7,13,11,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at Iast she spoke , her words were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at lazy she spoke , her words were heavy and disjointed .",0.5,0.46153846153846156,6,0.48000000000000004,13,12,0.6666666666666666,0.6153846153846154,0.64,8,13,12,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at lasth she spoke , her words were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at lost she spoke , her words were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last whe spoke , her words were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last shie spoke , her words were heavy and disjointed .",0.6666666666666666,0.46153846153846156,6,0.5454545454545455,13,9,0.6666666666666666,0.46153846153846156,0.5454545454545455,6,13,9,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last seh spoke , her words were heavy and disjointed .",0.6666666666666666,0.46153846153846156,6,0.5454545454545455,13,9,0.6666666666666666,0.46153846153846156,0.5454545454545455,6,13,9,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last se spoke , her words were heavy and disjointed .",0.6666666666666666,0.46153846153846156,6,0.5454545454545455,13,9,0.6666666666666666,0.46153846153846156,0.5454545454545455,6,13,9,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last Shi spoke , her words were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoked , her words were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , ho words were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , hers words were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , hef words were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her qwords were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her worlds were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her works were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words werw heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words we're heavy and disjointed .",0.45454545454545453,0.38461538461538464,5,0.41666666666666663,13,11,0.5454545454545454,0.46153846153846156,0.4999999999999999,6,13,11,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words wer heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words vere heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words was heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words were heary and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words were heave and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words were reavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words were heavy um disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words were heavy amd disjointed .",0.6363636363636364,0.5384615384615384,7,0.5833333333333334,13,11,0.7272727272727273,0.6153846153846154,0.6666666666666667,8,13,11,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words were heavy & disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words were heavy ansd disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words were heavy ou disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When at last she spoke , her words were heavy and disjointed .",0.7,0.5384615384615384,7,0.608695652173913,13,10,0.8,0.6153846153846154,0.6956521739130435,8,13,10,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tha road to the coast was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trhe road to the coast was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He road to the coast was busy with traffic in both directions .,0.7272727272727273,0.7272727272727273,8,0.7272727272727273,11,11,0.7272727272727273,0.7272727272727273,0.7272727272727273,8,11,11,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
They road to the coast was busy with traffic in both directions .,0.7272727272727273,0.7272727272727273,8,0.7272727272727273,11,11,0.7272727272727273,0.7272727272727273,0.7272727272727273,8,11,11,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The roud to the coast was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The rood to the coast was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The roade to the coast was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Rd to the coast was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to th coast was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to they coast was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to ht coast was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to thr coast was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to thw coast was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the cost was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coats was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coat was busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coast wass busy with traffic in both directions .,0.6,0.5454545454545454,6,0.5714285714285713,11,10,0.7,0.6363636363636364,0.6666666666666666,7,11,10,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coast sas busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coast it's busy with traffic in both directions .,0.6666666666666666,0.7272727272727273,8,0.6956521739130435,11,12,0.6666666666666666,0.7272727272727273,0.6956521739130435,8,11,12,0.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coast ware busy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coast was busying with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,1.0,1.0,1.0,11,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The road to the coast was buy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,1.0,1.0,1.0,11,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The road to the coast was besy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coast was bussy with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coast was BUSI with traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coast was busy wkth traffic in both directions .,0.8888888888888888,0.7272727272727273,8,0.7999999999999999,11,9,0.8888888888888888,0.7272727272727273,0.7999999999999999,8,11,9,1.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coast was busy wich traffic in both directions .,0.8888888888888888,0.7272727272727273,8,0.7999999999999999,11,9,0.8888888888888888,0.7272727272727273,0.7999999999999999,8,11,9,1.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coast was busy whi traffic in both directions .,0.8,0.7272727272727273,8,0.761904761904762,11,10,0.9,0.8181818181818182,0.8571428571428572,9,11,10,1.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coast was busy wth traffic in both directions .,0.9090909090909091,0.9090909090909091,10,0.9090909090909091,11,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,10,11,11,0.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The road to the coast was busy wist traffic in both directions .,0.8888888888888888,0.7272727272727273,8,0.7999999999999999,11,9,0.8888888888888888,0.7272727272727273,0.7999999999999999,8,11,9,1.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
