id,word,deprel,head,head_word,sentence_id
19,the,det,21,leveal,102
20,highest,amod,21,leveal,102
21,leveal,pobj,18,at,102
22,.,punct,17,felt,102
0,Prudently,advmod,4,diversified,103
1,",",punct,4,diversified,103
2,they,nsubj,4,diversified,103
3,had,aux,4,diversified,103
4,diversified,ROOT,-1,ROOT,103
5,into,prep,4,diversified,103
6,banking,pobj,5,into,103
7,and,cc,6,banking,103
8,insurance,conj,6,banking,103
9,",",punct,4,diversified,103
10,and,cc,4,diversified,103
11,as,prep,17,felt,103
12,a,det,13,result,103
13,result,pobj,11,as,103
14,their,poss,15,influence,103
15,influence,nsubjpass,17,felt,103
16,was,auxpass,17,felt,103
17,felt,conj,4,diversified,103
18,at,prep,17,felt,103
19,the,det,21,leverl,103
20,highest,amod,21,leverl,103
21,leverl,pobj,18,at,103
22,.,punct,17,felt,103
0,Yhe,det,2,marriage,104
1,arranged,amod,2,marriage,104
2,marriage,nsubj,4,be,104
3,would,aux,4,be,104
4,be,ROOT,-1,ROOT,104
5,the,det,7,event,104
6,social,amod,7,event,104
7,event,attr,4,be,104
8,of,prep,7,event,104
9,the,det,11,year,104
10,following,amod,11,year,104
11,year,pobj,8,of,104
12,.,punct,4,be,104
0,Tge,det,2,marriage,105
1,arranged,amod,2,marriage,105
2,marriage,nsubj,4,be,105
3,would,aux,4,be,105
4,be,ROOT,-1,ROOT,105
5,the,det,7,event,105
6,social,amod,7,event,105
7,event,attr,4,be,105
8,of,prep,7,event,105
9,the,det,11,year,105
10,following,amod,11,year,105
11,year,pobj,8,of,105
12,.,punct,4,be,105
0,VThe,det,2,marriage,106
1,arranged,amod,2,marriage,106
2,marriage,nsubj,4,be,106
3,would,aux,4,be,106
4,be,ROOT,-1,ROOT,106
5,the,det,7,event,106
6,social,amod,7,event,106
7,event,attr,4,be,106
8,of,prep,7,event,106
9,the,det,11,year,106
10,following,amod,11,year,106
11,year,pobj,8,of,106
12,.,punct,4,be,106
0,Thte,det,2,marriage,107
1,arranged,amod,2,marriage,107
2,marriage,nsubj,4,be,107
3,would,aux,4,be,107
4,be,ROOT,-1,ROOT,107
5,the,det,7,event,107
6,social,amod,7,event,107
7,event,attr,4,be,107
8,of,prep,7,event,107
9,the,det,11,year,107
10,following,amod,11,year,107
11,year,pobj,8,of,107
12,.,punct,4,be,107
0,They,det,2,marriage,108
1,arranged,amod,2,marriage,108
2,marriage,nsubj,4,be,108
3,would,aux,4,be,108
4,be,ROOT,-1,ROOT,108
5,the,det,7,event,108
6,social,amod,7,event,108
7,event,attr,4,be,108
8,of,prep,7,event,108
9,the,det,11,year,108
10,following,amod,11,year,108
11,year,pobj,8,of,108
12,.,punct,4,be,108
0,The,det,2,marriage,109
1,erranged,amod,2,marriage,109
2,marriage,nsubj,4,be,109
3,would,aux,4,be,109
4,be,ROOT,-1,ROOT,109
5,the,det,7,event,109
6,social,amod,7,event,109
7,event,attr,4,be,109
8,of,prep,7,event,109
9,the,det,11,year,109
10,following,amod,11,year,109
11,year,pobj,8,of,109
12,.,punct,4,be,109
0,The,det,2,marriage,110
1,arrenged,amod,2,marriage,110
2,marriage,nsubj,4,be,110
3,would,aux,4,be,110
4,be,ROOT,-1,ROOT,110
5,the,det,7,event,110
6,social,amod,7,event,110
7,event,attr,4,be,110
8,of,prep,7,event,110
9,the,det,11,year,110
10,following,amod,11,year,110
11,year,pobj,8,of,110
12,.,punct,4,be,110
0,The,det,2,marriage,111
1,arranjed,amod,2,marriage,111
2,marriage,nsubj,4,be,111
3,would,aux,4,be,111
4,be,ROOT,-1,ROOT,111
5,the,det,7,event,111
6,social,amod,7,event,111
7,event,attr,4,be,111
8,of,prep,7,event,111
9,the,det,11,year,111
10,following,amod,11,year,111
11,year,pobj,8,of,111
12,.,punct,4,be,111
0,The,det,2,mariage,112
1,arranged,amod,2,mariage,112
2,mariage,nsubj,4,be,112
3,would,aux,4,be,112
4,be,ROOT,-1,ROOT,112
5,the,det,7,event,112
6,social,amod,7,event,112
7,event,attr,4,be,112
8,of,prep,7,event,112
9,the,det,11,year,112
10,following,amod,11,year,112
11,year,pobj,8,of,112
12,.,punct,4,be,112
0,The,det,2,marriege,113
1,arranged,amod,2,marriege,113
2,marriege,nsubj,4,be,113
3,would,aux,4,be,113
4,be,ROOT,-1,ROOT,113
5,the,det,7,event,113
6,social,amod,7,event,113
7,event,attr,4,be,113
8,of,prep,7,event,113
9,the,det,11,year,113
10,following,amod,11,year,113
11,year,pobj,8,of,113
12,.,punct,4,be,113
0,The,det,2,marrige,114
1,arranged,amod,2,marrige,114
2,marrige,nsubj,4,be,114
3,would,aux,4,be,114
4,be,ROOT,-1,ROOT,114
5,the,det,7,event,114
6,social,amod,7,event,114
7,event,attr,4,be,114
8,of,prep,7,event,114
9,the,det,11,year,114
10,following,amod,11,year,114
11,year,pobj,8,of,114
12,.,punct,4,be,114
0,The,det,2,marage,115
1,arranged,amod,2,marage,115
2,marage,nsubj,4,be,115
3,would,aux,4,be,115
4,be,ROOT,-1,ROOT,115
5,the,det,7,event,115
6,social,amod,7,event,115
7,event,attr,4,be,115
8,of,prep,7,event,115
9,the,det,11,year,115
10,following,amod,11,year,115
11,year,pobj,8,of,115
12,.,punct,4,be,115
0,The,det,2,marriage,116
1,arranged,amod,2,marriage,116
2,marriage,nsubj,4,be,116
3,woult,aux,4,be,116
4,be,ROOT,-1,ROOT,116
5,the,det,7,event,116
6,social,amod,7,event,116
7,event,attr,4,be,116
8,of,prep,7,event,116
9,the,det,11,year,116
10,following,amod,11,year,116
11,year,pobj,8,of,116
12,.,punct,4,be,116
0,The,det,2,marriage,117
1,arranged,amod,2,marriage,117
2,marriage,nsubj,4,be,117
3,di,aux,4,be,117
4,be,ROOT,-1,ROOT,117
5,the,det,7,event,117
6,social,amod,7,event,117
7,event,attr,4,be,117
8,of,prep,7,event,117
9,the,det,11,year,117
10,following,amod,11,year,117
11,year,pobj,8,of,117
12,.,punct,4,be,117
0,The,det,2,marriage,118
1,arranged,amod,2,marriage,118
2,marriage,nsubj,4,be,118
3,world,aux,4,be,118
4,be,ROOT,-1,ROOT,118
5,the,det,7,event,118
6,social,amod,7,event,118
7,event,attr,4,be,118
8,of,prep,7,event,118
9,the,det,11,year,118
10,following,amod,11,year,118
11,year,pobj,8,of,118
12,.,punct,4,be,118
0,The,det,2,marriage,119
1,arranged,amod,2,marriage,119
2,marriage,nsubj,4,be,119
3,whould,aux,4,be,119
4,be,ROOT,-1,ROOT,119
5,the,det,7,event,119
6,social,amod,7,event,119
7,event,attr,4,be,119
8,of,prep,7,event,119
9,the,det,11,year,119
10,following,amod,11,year,119
11,year,pobj,8,of,119
12,.,punct,4,be,119
0,The,det,2,marriage,120
1,arranged,amod,2,marriage,120
2,marriage,nsubj,4,be,120
3,would,aux,4,be,120
4,be,ROOT,-1,ROOT,120
5,the,det,7,event,120
6,sozial,amod,7,event,120
7,event,attr,4,be,120
8,of,prep,7,event,120
9,the,det,11,year,120
10,following,amod,11,year,120
11,year,pobj,8,of,120
12,.,punct,4,be,120
0,The,det,2,marriage,121
1,arranged,amod,2,marriage,121
2,marriage,nsubj,4,be,121
3,would,aux,4,be,121
4,be,ROOT,-1,ROOT,121
5,the,det,7,event,121
6,sociality,amod,7,event,121
7,event,attr,4,be,121
8,of,prep,7,event,121
9,the,det,11,year,121
10,following,amod,11,year,121
11,year,pobj,8,of,121
12,.,punct,4,be,121
0,The,det,2,marriage,122
1,arranged,amod,2,marriage,122
2,marriage,nsubj,4,be,122
3,would,aux,4,be,122
4,be,ROOT,-1,ROOT,122
5,the,det,7,evet,122
6,social,amod,7,evet,122
7,evet,attr,4,be,122
8,of,prep,7,evet,122
9,the,det,11,year,122
10,following,amod,11,year,122
11,year,pobj,8,of,122
12,.,punct,4,be,122
0,The,det,2,marriage,123
1,arranged,amod,2,marriage,123
2,marriage,nsubj,4,be,123
3,would,aux,4,be,123
4,be,ROOT,-1,ROOT,123
5,the,det,7,ivent,123
6,social,amod,7,ivent,123
7,ivent,attr,4,be,123
8,of,prep,7,ivent,123
9,the,det,11,year,123
10,following,amod,11,year,123
11,year,pobj,8,of,123
12,.,punct,4,be,123
0,The,det,2,marriage,124
1,arranged,amod,2,marriage,124
2,marriage,nsubj,4,be,124
3,would,aux,4,be,124
4,be,ROOT,-1,ROOT,124
5,the,det,7,evenement,124
6,social,amod,7,evenement,124
7,evenement,attr,4,be,124
8,of,prep,7,evenement,124
9,the,det,11,year,124
10,following,amod,11,year,124
11,year,pobj,8,of,124
12,.,punct,4,be,124
0,The,det,2,marriage,125
1,arranged,amod,2,marriage,125
2,marriage,nsubj,4,be,125
3,would,aux,4,be,125
4,be,ROOT,-1,ROOT,125
5,the,det,7,even,125
6,social,amod,7,even,125
7,even,attr,4,be,125
8,of,prep,7,even,125
9,the,det,11,year,125
10,following,amod,11,year,125
11,year,pobj,8,of,125
12,.,punct,4,be,125
0,The,det,2,marriage,126
1,arranged,amod,2,marriage,126
2,marriage,nsubj,4,be,126
3,would,aux,4,be,126
4,be,ROOT,-1,ROOT,126
5,the,det,7,event,126
6,social,amod,7,event,126
7,event,attr,4,be,126
8,of,prep,7,event,126
9,the,det,11,year,126
10,folllowing,amod,11,year,126
11,year,pobj,8,of,126
12,.,punct,4,be,126
0,The,det,2,marriage,127
1,arranged,amod,2,marriage,127
2,marriage,nsubj,4,be,127
3,would,aux,4,be,127
4,be,ROOT,-1,ROOT,127
5,the,det,7,event,127
6,social,amod,7,event,127
7,event,attr,4,be,127
8,of,prep,7,event,127
9,the,det,11,year,127
10,follwoing,amod,11,year,127
11,year,pobj,8,of,127
12,.,punct,4,be,127
0,The,det,2,marriage,128
1,arranged,amod,2,marriage,128
2,marriage,nsubj,4,be,128
3,would,aux,4,be,128
4,be,ROOT,-1,ROOT,128
5,the,det,7,event,128
6,social,amod,7,event,128
7,event,attr,4,be,128
8,of,prep,7,event,128
9,the,det,11,year,128
10,follow,amod,11,year,128
11,year,pobj,8,of,128
12,.,punct,4,be,128
0,The,det,2,marriage,129
1,arranged,amod,2,marriage,129
2,marriage,nsubj,4,be,129
3,would,aux,4,be,129
4,be,ROOT,-1,ROOT,129
5,the,det,7,event,129
6,social,amod,7,event,129
7,event,attr,4,be,129
8,of,prep,7,event,129
9,the,det,11,yaer,129
10,following,amod,11,yaer,129
11,yaer,pobj,8,of,129
12,.,punct,4,be,129
0,The,det,2,marriage,130
1,arranged,amod,2,marriage,130
2,marriage,nsubj,4,be,130
3,would,aux,4,be,130
4,be,ROOT,-1,ROOT,130
5,the,det,7,event,130
6,social,amod,7,event,130
7,event,attr,4,be,130
8,of,prep,7,event,130
9,the,det,11,yaers,130
10,following,amod,11,yaers,130
11,yaers,pobj,8,of,130
12,.,punct,4,be,130
0,The,det,2,marriage,131
1,arranged,amod,2,marriage,131
2,marriage,nsubj,4,be,131
3,would,aux,4,be,131
4,be,ROOT,-1,ROOT,131
5,the,det,7,event,131
6,social,amod,7,event,131
7,event,attr,4,be,131
8,of,prep,7,event,131
9,the,det,11,yeas,131
10,following,amod,11,yeas,131
11,yeas,pobj,8,of,131
12,.,punct,4,be,131
0,The,det,2,marriage,132
1,arranged,amod,2,marriage,132
2,marriage,nsubj,4,be,132
3,would,aux,4,be,132
4,be,ROOT,-1,ROOT,132
5,the,det,7,event,132
6,social,amod,7,event,132
7,event,attr,4,be,132
8,of,prep,7,event,132
9,the,det,11,yar,132
10,following,amod,11,yar,132
11,yar,pobj,8,of,132
12,.,punct,4,be,132
0,The,det,2,marriage,133
1,arranged,amod,2,marriage,133
2,marriage,nsubj,4,be,133
3,would,aux,4,be,133
4,be,ROOT,-1,ROOT,133
5,the,det,7,event,133
6,social,amod,7,event,133
7,event,attr,4,be,133
8,of,prep,7,event,133
9,the,det,11,yeat,133
10,following,amod,11,yeat,133
11,yeat,pobj,8,of,133
12,.,punct,4,be,133
0,Wenn,advmod,4,spoke,134
1,at,advmod,2,last,134
2,last,advmod,4,spoke,134
3,she,nsubj,4,spoke,134
4,spoke,advcl,8,were,134
5,",",punct,8,were,134
6,her,poss,7,words,134
7,words,nsubj,8,were,134
8,were,ROOT,-1,ROOT,134
9,heavy,acomp,8,were,134
10,and,cc,9,heavy,134
11,disjointed,conj,9,heavy,134
12,.,punct,8,were,134
0,Whren,advmod,4,spoke,135
1,at,advmod,2,last,135
2,last,advmod,4,spoke,135
3,she,nsubj,4,spoke,135
4,spoke,advcl,8,were,135
5,",",punct,8,were,135
6,her,poss,7,words,135
7,words,nsubj,8,were,135
8,were,ROOT,-1,ROOT,135
9,heavy,acomp,8,were,135
10,and,cc,9,heavy,135
11,disjointed,conj,9,heavy,135
12,.,punct,8,were,135
0,Whe,advmod,4,spoke,136
1,at,advmod,2,last,136
2,last,advmod,4,spoke,136
3,she,nsubj,4,spoke,136
4,spoke,advcl,8,were,136
5,",",punct,8,were,136
6,her,poss,7,words,136
7,words,nsubj,8,were,136
8,were,ROOT,-1,ROOT,136
9,heavy,acomp,8,were,136
10,and,cc,9,heavy,136
11,disjointed,conj,9,heavy,136
12,.,punct,8,were,136
0,Whem,advmod,4,spoke,137
1,at,advmod,2,last,137
2,last,advmod,4,spoke,137
3,she,nsubj,4,spoke,137
4,spoke,advcl,8,were,137
5,",",punct,8,were,137
6,her,poss,7,words,137
7,words,nsubj,8,were,137
8,were,ROOT,-1,ROOT,137
9,heavy,acomp,8,were,137
10,and,cc,9,heavy,137
11,disjointed,conj,9,heavy,137
12,.,punct,8,were,137
0,Whwen,advmod,4,spoke,138
1,at,advmod,2,last,138
2,last,advmod,4,spoke,138
3,she,nsubj,4,spoke,138
4,spoke,advcl,8,were,138
5,",",punct,8,were,138
6,her,poss,7,words,138
7,words,nsubj,8,were,138
8,were,ROOT,-1,ROOT,138
9,heavy,acomp,8,were,138
10,and,cc,9,heavy,138
11,disjointed,conj,9,heavy,138
12,.,punct,8,were,138
0,When,advmod,4,spoke,139
1,at,advmod,2,Iast,139
2,Iast,advmod,4,spoke,139
3,she,nsubj,4,spoke,139
4,spoke,advcl,8,were,139
5,",",punct,8,were,139
6,her,poss,7,words,139
7,words,nsubj,8,were,139
8,were,ROOT,-1,ROOT,139
9,heavy,acomp,8,were,139
10,and,cc,9,heavy,139
11,disjointed,conj,9,heavy,139
12,.,punct,8,were,139
0,When,advmod,4,spoke,140
1,at,advmod,2,lazy,140
2,lazy,advmod,4,spoke,140
3,she,nsubj,4,spoke,140
4,spoke,advcl,8,were,140
5,",",punct,8,were,140
6,her,poss,7,words,140
7,words,nsubj,8,were,140
8,were,ROOT,-1,ROOT,140
9,heavy,acomp,8,were,140
10,and,cc,9,heavy,140
11,disjointed,conj,9,heavy,140
12,.,punct,8,were,140
0,When,advmod,4,spoke,141
1,at,advmod,2,lasth,141
2,lasth,advmod,4,spoke,141
3,she,nsubj,4,spoke,141
4,spoke,advcl,8,were,141
5,",",punct,8,were,141
6,her,poss,7,words,141
7,words,nsubj,8,were,141
8,were,ROOT,-1,ROOT,141
9,heavy,acomp,8,were,141
10,and,cc,9,heavy,141
11,disjointed,conj,9,heavy,141
12,.,punct,8,were,141
0,When,advmod,4,spoke,142
1,at,advmod,2,lost,142
2,lost,advmod,4,spoke,142
3,she,nsubj,4,spoke,142
4,spoke,advcl,8,were,142
5,",",punct,8,were,142
6,her,poss,7,words,142
7,words,nsubj,8,were,142
8,were,ROOT,-1,ROOT,142
9,heavy,acomp,8,were,142
10,and,cc,9,heavy,142
11,disjointed,conj,9,heavy,142
12,.,punct,8,were,142
0,When,advmod,4,spoke,143
1,at,advmod,2,last,143
2,last,advmod,4,spoke,143
3,whe,nsubj,4,spoke,143
4,spoke,advcl,8,were,143
5,",",punct,8,were,143
6,her,poss,7,words,143
7,words,nsubj,8,were,143
8,were,ROOT,-1,ROOT,143
9,heavy,acomp,8,were,143
10,and,cc,9,heavy,143
11,disjointed,conj,9,heavy,143
12,.,punct,8,were,143
0,When,advmod,4,spoke,144
1,at,advmod,2,last,144
2,last,advmod,4,spoke,144
3,shie,nsubj,4,spoke,144
4,spoke,advcl,8,were,144
5,",",punct,8,were,144
6,her,poss,7,words,144
7,words,nsubj,8,were,144
8,were,ROOT,-1,ROOT,144
9,heavy,acomp,8,were,144
10,and,cc,9,heavy,144
11,disjointed,conj,9,heavy,144
12,.,punct,8,were,144
0,When,advmod,4,spoke,145
1,at,advmod,2,last,145
2,last,advmod,4,spoke,145
3,seh,nsubj,4,spoke,145
4,spoke,advcl,8,were,145
5,",",punct,8,were,145
6,her,poss,7,words,145
7,words,nsubj,8,were,145
8,were,ROOT,-1,ROOT,145
9,heavy,acomp,8,were,145
10,and,cc,9,heavy,145
11,disjointed,conj,9,heavy,145
12,.,punct,8,were,145
0,When,advmod,4,spoke,146
1,at,advmod,2,last,146
2,last,advmod,4,spoke,146
3,se,nsubj,4,spoke,146
4,spoke,advcl,8,were,146
5,",",punct,8,were,146
6,her,poss,7,words,146
7,words,nsubj,8,were,146
8,were,ROOT,-1,ROOT,146
9,heavy,acomp,8,were,146
10,and,cc,9,heavy,146
11,disjointed,conj,9,heavy,146
12,.,punct,8,were,146
0,When,advmod,4,spoke,147
1,at,advmod,2,last,147
2,last,advmod,4,spoke,147
3,Shi,nsubj,4,spoke,147
4,spoke,advcl,8,were,147
5,",",punct,8,were,147
6,her,poss,7,words,147
7,words,nsubj,8,were,147
8,were,ROOT,-1,ROOT,147
9,heavy,acomp,8,were,147
10,and,cc,9,heavy,147
11,disjointed,conj,9,heavy,147
12,.,punct,8,were,147
0,When,advmod,4,spoked,148
1,at,advmod,2,last,148
2,last,advmod,4,spoked,148
3,she,nsubj,4,spoked,148
4,spoked,advcl,8,were,148
5,",",punct,8,were,148
6,her,poss,7,words,148
7,words,nsubj,8,were,148
8,were,ROOT,-1,ROOT,148
9,heavy,acomp,8,were,148
10,and,cc,9,heavy,148
11,disjointed,conj,9,heavy,148
12,.,punct,8,were,148
0,When,advmod,4,spoke,149
1,at,advmod,2,last,149
2,last,advmod,4,spoke,149
3,she,nsubj,4,spoke,149
4,spoke,advcl,8,were,149
5,",",punct,8,were,149
6,ho,poss,7,words,149
7,words,nsubj,8,were,149
8,were,ROOT,-1,ROOT,149
9,heavy,acomp,8,were,149
10,and,cc,9,heavy,149
11,disjointed,conj,9,heavy,149
12,.,punct,8,were,149
0,When,advmod,4,spoke,150
1,at,advmod,2,last,150
2,last,advmod,4,spoke,150
3,she,nsubj,4,spoke,150
4,spoke,advcl,8,were,150
5,",",punct,8,were,150
6,hers,poss,7,words,150
7,words,nsubj,8,were,150
8,were,ROOT,-1,ROOT,150
9,heavy,acomp,8,were,150
10,and,cc,9,heavy,150
11,disjointed,conj,9,heavy,150
12,.,punct,8,were,150
0,When,advmod,4,spoke,151
1,at,advmod,2,last,151
2,last,advmod,4,spoke,151
3,she,nsubj,4,spoke,151
4,spoke,advcl,8,were,151
5,",",punct,8,were,151
6,hef,poss,7,words,151
7,words,nsubj,8,were,151
8,were,ROOT,-1,ROOT,151
9,heavy,acomp,8,were,151
10,and,cc,9,heavy,151
11,disjointed,conj,9,heavy,151
12,.,punct,8,were,151
0,When,advmod,4,spoke,152
1,at,advmod,2,last,152
2,last,advmod,4,spoke,152
3,she,nsubj,4,spoke,152
4,spoke,advcl,8,were,152
5,",",punct,8,were,152
6,her,poss,7,qwords,152
7,qwords,nsubj,8,were,152
8,were,ROOT,-1,ROOT,152
9,heavy,acomp,8,were,152
10,and,cc,9,heavy,152
11,disjointed,conj,9,heavy,152
12,.,punct,8,were,152
0,When,advmod,4,spoke,153
1,at,advmod,2,last,153
2,last,advmod,4,spoke,153
3,she,nsubj,4,spoke,153
4,spoke,advcl,8,were,153
5,",",punct,8,were,153
6,her,poss,7,worlds,153
7,worlds,nsubj,8,were,153
8,were,ROOT,-1,ROOT,153
9,heavy,acomp,8,were,153
10,and,cc,9,heavy,153
11,disjointed,conj,9,heavy,153
12,.,punct,8,were,153
0,When,advmod,4,spoke,154
1,at,advmod,2,last,154
2,last,advmod,4,spoke,154
3,she,nsubj,4,spoke,154
4,spoke,advcl,8,were,154
5,",",punct,8,were,154
6,her,poss,7,works,154
7,works,nsubj,8,were,154
8,were,ROOT,-1,ROOT,154
9,heavy,acomp,8,were,154
10,and,cc,9,heavy,154
11,disjointed,conj,9,heavy,154
12,.,punct,8,were,154
0,When,advmod,4,spoke,155
1,at,advmod,2,last,155
2,last,advmod,4,spoke,155
3,she,nsubj,4,spoke,155
4,spoke,advcl,8,werw,155
5,",",punct,8,werw,155
6,her,poss,7,words,155
7,words,nsubj,8,werw,155
8,werw,ROOT,-1,ROOT,155
9,heavy,acomp,8,werw,155
10,and,cc,9,heavy,155
11,disjointed,conj,9,heavy,155
12,.,punct,8,werw,155
0,When,advmod,4,spoke,156
1,at,advmod,2,last,156
2,last,advmod,4,spoke,156
3,she,nsubj,4,spoke,156
4,spoke,advcl,8,we're,156
5,",",punct,8,we're,156
6,her,poss,7,words,156
7,words,nsubj,8,we're,156
8,we're,ROOT,-1,ROOT,156
9,heavy,acomp,8,we're,156
10,and,cc,9,heavy,156
11,disjointed,conj,9,heavy,156
12,.,punct,8,we're,156
0,When,advmod,4,spoke,157
1,at,advmod,2,last,157
2,last,advmod,4,spoke,157
3,she,nsubj,4,spoke,157
4,spoke,advcl,8,wer,157
5,",",punct,8,wer,157
6,her,poss,7,words,157
7,words,nsubj,8,wer,157
8,wer,ROOT,-1,ROOT,157
9,heavy,acomp,8,wer,157
10,and,cc,9,heavy,157
11,disjointed,conj,9,heavy,157
12,.,punct,8,wer,157
0,When,advmod,4,spoke,158
1,at,advmod,2,last,158
2,last,advmod,4,spoke,158
3,she,nsubj,4,spoke,158
4,spoke,advcl,8,vere,158
5,",",punct,8,vere,158
6,her,poss,7,words,158
7,words,nsubj,8,vere,158
8,vere,ROOT,-1,ROOT,158
9,heavy,acomp,8,vere,158
10,and,cc,9,heavy,158
11,disjointed,conj,9,heavy,158
12,.,punct,8,vere,158
0,When,advmod,4,spoke,159
1,at,advmod,2,last,159
2,last,advmod,4,spoke,159
3,she,nsubj,4,spoke,159
4,spoke,advcl,8,was,159
5,",",punct,8,was,159
6,her,poss,7,words,159
7,words,nsubj,8,was,159
8,was,ROOT,-1,ROOT,159
9,heavy,acomp,8,was,159
10,and,cc,9,heavy,159
11,disjointed,conj,9,heavy,159
12,.,punct,8,was,159
0,When,advmod,4,spoke,160
1,at,advmod,2,last,160
2,last,advmod,4,spoke,160
3,she,nsubj,4,spoke,160
4,spoke,advcl,8,were,160
5,",",punct,8,were,160
6,her,poss,7,words,160
7,words,nsubj,8,were,160
8,were,ROOT,-1,ROOT,160
9,heary,acomp,8,were,160
10,and,cc,9,heary,160
11,disjointed,conj,9,heary,160
12,.,punct,8,were,160
0,When,advmod,4,spoke,161
1,at,advmod,2,last,161
2,last,advmod,4,spoke,161
3,she,nsubj,4,spoke,161
4,spoke,advcl,8,were,161
5,",",punct,8,were,161
6,her,poss,7,words,161
7,words,nsubj,8,were,161
8,were,ROOT,-1,ROOT,161
9,heave,acomp,8,were,161
10,and,cc,9,heave,161
11,disjointed,conj,9,heave,161
12,.,punct,8,were,161
0,When,advmod,4,spoke,162
1,at,advmod,2,last,162
2,last,advmod,4,spoke,162
3,she,nsubj,4,spoke,162
4,spoke,advcl,8,were,162
5,",",punct,8,were,162
6,her,poss,7,words,162
7,words,nsubj,8,were,162
8,were,ROOT,-1,ROOT,162
9,reavy,acomp,8,were,162
10,and,cc,9,reavy,162
11,disjointed,conj,9,reavy,162
12,.,punct,8,were,162
0,When,advmod,4,spoke,163
1,at,advmod,2,last,163
2,last,advmod,4,spoke,163
3,she,nsubj,4,spoke,163
4,spoke,advcl,8,were,163
5,",",punct,8,were,163
6,her,poss,7,words,163
7,words,nsubj,8,were,163
8,were,ROOT,-1,ROOT,163
9,heavy,acomp,8,were,163
10,um,cc,9,heavy,163
11,disjointed,conj,9,heavy,163
12,.,punct,8,were,163
0,When,advmod,4,spoke,164
1,at,advmod,2,last,164
2,last,advmod,4,spoke,164
3,she,nsubj,4,spoke,164
4,spoke,advcl,8,were,164
5,",",punct,8,were,164
6,her,poss,7,words,164
7,words,nsubj,8,were,164
8,were,ROOT,-1,ROOT,164
9,heavy,acomp,8,were,164
10,amd,cc,9,heavy,164
11,disjointed,conj,9,heavy,164
12,.,punct,8,were,164
0,When,advmod,4,spoke,165
1,at,advmod,2,last,165
2,last,advmod,4,spoke,165
3,she,nsubj,4,spoke,165
4,spoke,advcl,8,were,165
5,",",punct,8,were,165
6,her,poss,7,words,165
7,words,nsubj,8,were,165
8,were,ROOT,-1,ROOT,165
9,heavy,acomp,8,were,165
10,&,cc,9,heavy,165
11,disjointed,conj,9,heavy,165
12,.,punct,8,were,165
0,When,advmod,4,spoke,166
1,at,advmod,2,last,166
2,last,advmod,4,spoke,166
3,she,nsubj,4,spoke,166
4,spoke,advcl,8,were,166
5,",",punct,8,were,166
6,her,poss,7,words,166
7,words,nsubj,8,were,166
8,were,ROOT,-1,ROOT,166
9,heavy,acomp,8,were,166
10,ansd,cc,9,heavy,166
11,disjointed,conj,9,heavy,166
12,.,punct,8,were,166
0,When,advmod,4,spoke,167
1,at,advmod,2,last,167
2,last,advmod,4,spoke,167
3,she,nsubj,4,spoke,167
4,spoke,advcl,8,were,167
5,",",punct,8,were,167
6,her,poss,7,words,167
7,words,nsubj,8,were,167
8,were,ROOT,-1,ROOT,167
9,heavy,acomp,8,were,167
10,ou,cc,9,heavy,167
11,disjointed,conj,9,heavy,167
12,.,punct,8,were,167
0,When,advmod,4,spoke,168
1,at,advmod,2,last,168
2,last,advmod,4,spoke,168
3,she,nsubj,4,spoke,168
4,spoke,advcl,8,were,168
5,",",punct,8,were,168
6,her,poss,7,words,168
7,words,nsubj,8,were,168
8,were,ROOT,-1,ROOT,168
9,heavy,acomp,8,were,168
10,and,cc,9,heavy,168
11,disjointed,conj,9,heavy,168
12,.,punct,8,were,168
0,Tha,det,1,road,169
1,road,nsubj,5,was,169
2,to,prep,1,road,169
3,the,det,4,coast,169
4,coast,pobj,2,to,169
5,was,ROOT,-1,ROOT,169
6,busy,acomp,5,was,169
7,with,prep,6,busy,169
8,traffic,pobj,7,with,169
9,in,prep,8,traffic,169
10,both,det,11,directions,169
11,directions,pobj,9,in,169
12,.,punct,5,was,169
0,Trhe,det,1,road,170
1,road,nsubj,5,was,170
2,to,prep,1,road,170
3,the,det,4,coast,170
4,coast,pobj,2,to,170
5,was,ROOT,-1,ROOT,170
6,busy,acomp,5,was,170
7,with,prep,6,busy,170
8,traffic,pobj,7,with,170
9,in,prep,8,traffic,170
10,both,det,11,directions,170
11,directions,pobj,9,in,170
12,.,punct,5,was,170
0,He,det,1,road,171
1,road,nsubj,5,was,171
2,to,prep,1,road,171
3,the,det,4,coast,171
4,coast,pobj,2,to,171
5,was,ROOT,-1,ROOT,171
6,busy,acomp,5,was,171
7,with,prep,6,busy,171
8,traffic,pobj,7,with,171
9,in,prep,8,traffic,171
10,both,det,11,directions,171
11,directions,pobj,9,in,171
12,.,punct,5,was,171
0,They,det,1,road,172
1,road,nsubj,5,was,172
2,to,prep,1,road,172
3,the,det,4,coast,172
4,coast,pobj,2,to,172
5,was,ROOT,-1,ROOT,172
6,busy,acomp,5,was,172
7,with,prep,6,busy,172
8,traffic,pobj,7,with,172
9,in,prep,8,traffic,172
10,both,det,11,directions,172
11,directions,pobj,9,in,172
12,.,punct,5,was,172
0,The,det,1,roud,173
1,roud,nsubj,5,was,173
2,to,prep,1,roud,173
3,the,det,4,coast,173
4,coast,pobj,2,to,173
5,was,ROOT,-1,ROOT,173
6,busy,acomp,5,was,173
7,with,prep,6,busy,173
8,traffic,pobj,7,with,173
9,in,prep,8,traffic,173
